,index,Link,Nama Mobil,Name,comment_content,comment_date,comment_rating,comment_title,model,source,total_like,total_reply,comment_seen
,10,https://www.oto.com/mobil-baru/daihatsu/ayla/review-pengguna/si-cabe-rawit-ayla-yang-tangguh-melejit,daihatsu ayla,Wichlif Robert Jason Laoh,"Kemana saja dengan Ayla ok. Nggah susah cari parkiran. Cocok mesin dengan bodynya. Seperti naik sedan aja. Tangguh. Dimalam gelap hujan deras ku nyaman didalamnya Aylaku meluncur dengan mulus. Usulan saja dengan tidak naikkan harga mohon tambahkan fasilitas atrek mobil dengan mengadakan kamera kontrol seperti pada mobil saya zenya sporty, agar lebih nyaman dalam mengendarai.Apakah review ini berguna untuk Anda?Ya2Tidak0","Mar 28, 2018",5/5,Si Cabe rawit Ayla yang tangguh melejit Review Pengguna,daihatsu,oto,2,0,497 Dilihat
,11,https://www.oto.com/mobil-baru/daihatsu/ayla/review-pengguna/sayang-nyaman-berguna-di-kota-d-manapun,daihatsu ayla,Herman,Saya seneng memakai ayla metik.sangat nyaman tuk didaerah jabotabek.tampa harus mengeluh walau harus macet tetep santai dan saat parkir jalan yg ag sempit sampai pelosok tampa pusing saya beeharap bagi para penguna mobil ayla semoga nyaman saat berkendara.dan bermanpaat.tk kerja k kantor.semoga mampaat tuk semuanya.dan semoga ayla semkn keren dan semakin di depan.Apakah review ini berguna untuk Anda?Ya1Tidak0,"Mar 25, 2018",5/5,Sayang nyaman berguna di kota d manapun Review Pengguna,daihatsu,oto,1,0,236 Dilihat
,12,https://www.oto.com/mobil-baru/daihatsu/ayla/review-pengguna/ayla-tidak-kalah-saing-dengan-yaris,daihatsu ayla,Dedy,"Saya pernah dapat penumpang tujuan bandara, penumpang saya bertanya, ini mobil yaris kah, lalu saya jawab bukan pak, ini mobil ayla, penumpang saya ngotot ah ini yaris, dan saya hanya senyum karena dia penumpang saya dan sampai akhirnya bercerita soal mobil sampai lah dibandara.ternyata ayla jika ban mobil menggunakan ring 14 tanpa di ceperkan sekilas mirip yaris, ayla tidak kalah saingApakah review ini berguna untuk Anda?Ya6Tidak2","Mar 25, 2018",5/5,Ayla tidak kalah saing dengan yaris Review Pengguna,daihatsu,oto,6,0,868 Dilihat
,13,https://www.oto.com/mobil-baru/daihatsu/ayla/review-pengguna/mobil-kecil-tapi-nyaman,daihatsu ayla,Azwar anas,Buat ukuran mobil cityCar mobil ini termaksud mobil lincah.. Irit.. Nyaman.. AC adem..ngak banyak ngerong rong dompet buat sering sering service atau buat keluar masuk bengkel untuk ganti ini itu.. Top markotop lah pokoknya.. Dibawa ngebut dijalan tol pun masih sanggup.. Naik turun jalur puncak ok.. Dan buat dipakai sehari hari dijalan macet ngak gampang panas.. Salut lah buat daihatsu ayla..Apakah review ini berguna untuk Anda?Ya1Tidak0,"Mar 25, 2018",5/5,Mobil kecil tapi nyaman Review Pengguna,daihatsu,oto,1,0,299 Dilihat
,14,https://www.oto.com/mobil-baru/daihatsu/ayla/review-pengguna/si-mungil-red-yang-lincah,daihatsu ayla,emi azis,"Mobil Ayla adalah merupakan kendaraan pertama saya yang beroda empat,yang menjadi berkesan buatku adalah pemesanannya yang terbilang cukup lama tuk menunggu kehadiran si mungil red ini, walaupun cukup lama menunggu ternyata si mungil red ini keluar pada waktu yang bertepatan tanggal dan bulan kelahiran anak pertama saya...jadi yang terkesan nya adalah Anak pertama n kendaraan pertama dengan tanggal yang sama yaitu tanggal 05 bulan februari😍😍Apakah review ini berguna untuk Anda?Ya16Tidak0","Feb 04, 2018",5/5,Si mungil Red yang Lincah Review Pengguna,daihatsu,oto,16,0,1141 Dilihat
,15,https://www.oto.com/mobil-baru/daihatsu/ayla/review-pengguna/mobil-pengertian,daihatsu ayla,Esty,"Mobil sy bs mengerti saat dimana sy tdk byk x uang di tgl** kejepit atau akhir bln dlm hal pengisian bensin aja irit x loh 200rb bs sampai 1bln loh pdhal tiap saat sy pakai truz kerja pulang pergi dgn jarak 8,5km ..Syg kali sy sma mobil ini pengertiannya jauh lebih dr kekasih muuuuaaaachh ..Apakah review ini berguna untuk Anda?Ya5Tidak0","Feb 04, 2018",5/5,Mobil pengertian Review Pengguna,daihatsu,oto,5,0,495 Dilihat
,16,https://www.oto.com/mobil-baru/daihatsu/ayla/review-pengguna/mobil-pertamaku,daihatsu ayla,Dian,"Kecil lincah dan bertenanga,ini mobil pertama aku sm suami,selama nikah udah 7 thn alhamdulilaah punya jg,yg tadinya klo jalan2 sm ank  klo ujan pasti neduh nunggu hujan redaa,apalagi abwa anak 2 susaaah semenjak punya s ayla ini kebantu bgt alhamdulilah ya allah tetima kasih klo jlnjln bsa bawa anak 2'2 nyaa mau ujan jg trus aja jalan gk usah nunggu redaApakah review ini berguna untuk Anda?Ya21Tidak1","Jan 03, 2018",5/5,Mobil pertamaku Review Pengguna,daihatsu,oto,21,0,1057 Dilihat
,17,https://www.oto.com/mobil-baru/daihatsu/ayla/review-pengguna/daihatsu-ayla-tuning-dan-modif-sendiri-hasilnya-torsi-kecepatan-dahsyat-berubah-lebih-cepat-dari-semula,daihatsu ayla,NOVRIE F PINEDENDI,"Daihatsu Ayla Tuning dan Modif Sendiri hasilnya torsi kecepatan Dahsyat berubah lebih cepat dari semula. Awalnya memang Daihatsu Ayla Standard kurang enak dibawa,akhirnya saya modif dengan: body, menggunakan peredam semprot otogard fullbody, Mesin: Filter udara ferrox, cyclone turbo jsc, electric power booster jsone,Hks Power Kompresor & Busi Iridium ngk, Untuk Ban dan Velg:HSR/ssr type C R15 ban accelera alpha 195/60, Kaki kaki:Depan perdipotong 2 cm pakai karet stopper masih ory dan belakang shock Toyota Agya ory per custom racing, memang belum dynotest tapi top speed pernah dicoba tol Bekasi Barat ke lingkar luar arah priok 160 kpj itupun masih bisa lebih, hasil modifikasi sangat puas walaupun beberapa kali ganti per karena buat nyaman. Hanya karena faktor safety di Ayla belum ada airbag karena genre pertama 2014 dan rem juga belum abs ebd jadi modif nya hanya sebatas disitu saja karena faktor safety. Secara keseluruhan hasil modif dan harga mobilnya sangat puas karena murah namun bukan murahan, Terima kasih...Salam Sportifitas...Apakah review ini berguna untuk Anda?Ya9Tidak3","Jan 03, 2018",4/5,Daihatsu Ayla Review Pengguna,daihatsu,oto,9,0,827 Dilihat
,18,https://www.oto.com/mobil-baru/daihatsu/ayla/review-pengguna/very-nice-it-s-my-red-car,daihatsu ayla,timotius,"Melaju dengan gesit slap slip gajluk gajluk polisi tidur di lewati bemper mentok, bagasi luas semua masuk ada kakek nenek ibu bapak kakak adik keponakan cucu uyut, wow pokok nya seru nya Ayla merahku yang melaju kencang di jalan tikungan hajar belokan babad terus tanjakan turun hajar naik lagi jepit terus jangan malu malu bri ...Apakah review ini berguna untuk Anda?Ya2Tidak6","Jan 03, 2018",5/5,Very Nice it's my Red car Review Pengguna,daihatsu,oto,2,0,385 Dilihat
,19,https://www.oto.com/mobil-baru/daihatsu/ayla/review-pengguna/si-gesit-irit,daihatsu ayla,Ridwan,"Si gesit irit bikin iit tambah genit pas di pijit makin melejit. Ruang kabin tidaklah sempit bisa cukup enam imbit ditambah sedikit bawaan wajit, meski lalulintas sempit si gesit irit masih bisa lewat parit dan pak polisipun enggan meniup peluit karna ayla selalu dihati semua, mantap mantap dan makin mantap sekaliApakah review ini berguna untuk Anda?Ya1Tidak1","Jan 03, 2018",5/5,Si gesit irit Review Pengguna,daihatsu,oto,1,0,188 Dilihat
,20,https://www.oto.com/mobil-baru/daihatsu/ayla/review-pengguna/mesin-baru-lebih-kuat-nanjak,daihatsu ayla,Sugeng,"Mesin Ayla baru yang 1,2 liter lebih bertenaga dan kjat diajak nanjak-nanjak walaupun transmisi otomatis. Konsumsi BBM-nya tetep irit. Getaran mesin juga jauh lebih tenang. Kalau hujan atap sekarang gak gedombrangan lagi. Cuma sayang gak ada handle pintu bagasi dari luar. Nah bagusnya, sekarang Ayla tipe tingginya udah ada fitur keamanan immonbinlizer. Jadi lebih aman dari tangan para pencuri. Bentuknya yang mungil cocok sekali untuk saya keluarga muda yang punya anak satu. Apalagi halaman parkir rumah saya juga tidak besar.Apakah review ini berguna untuk Anda?Ya24Tidak0","Nov 28, 2017",4/5,Mesin Baru Lebih Kuat Nanjak Review Pengguna,daihatsu,oto,24,0,1645 Dilihat
,21,https://www.oto.com/mobil-baru/daihatsu/ayla/review-pengguna/si-irit,daihatsu ayla,Ade,"Dengan harga yg cukup murah untuk standar harga mobil, ayla cukup memuaskan di samping lega dan irit ayla ini juga sudah terbukti lumayan kuat dan sudah terbukti banyak juga peminatnya,cuma kekurangannya juga pasti ada wajarlah ya mobil mahal aja masih ada kekurangannya, yang pasti disesuaikan dengan budget yang di miliki sajaApakah review ini berguna untuk Anda?Ya25Tidak2","Okt 24, 2017",5/5,Si irit Review Pengguna,daihatsu,oto,25,0,1312 Dilihat
,22,https://www.oto.com/mobil-baru/daihatsu/ayla/review-pengguna/sudah-membaik,daihatsu ayla,Asep,"Sejak awal memperhatikan Daihatsu Ayla, yang menarik hanyalah harganya. Selebihnya mohon maaf, saya tidak tertarik. Tapi setelah muncul yang facelift, luluh juga. Tampangnya lebih bagus dan meyakinkan. Pas liat mesinnya juga lebih canggih pake dual VVT-i. Ya sudah. Akhirnya beli juga. Udah hampir tiga bulan, dan lumayan puaslah. Buat dipakai sehari-hari di Bandung. Dibanding sebelumnya tenaga lebih ok. Dan yang penting kabinnya lebih senyap.Apakah review ini berguna untuk Anda?Ya68Tidak6","Agt 30, 2017",4/5,Sudah Membaik Review Pengguna,daihatsu,oto,68,0,3220 Dilihat
,23,https://www.oto.com/mobil-baru/daihatsu/gran-max-mb/review-pengguna/granmax-mb,daihatsu gran max mb,Hiha,"Akomodasi luas, engine 1500cc cukup bertenaga, power to weight ratio ok, per keras tp ok untuk mengangkut berat dan stabil, fitur minim, tangguh dan cukup irit, muat banyak orang dan barang, ground clearance cukup tinggi untuk melewati jalan rusak,ban ring 13 kurang besar2 tapi cukup ok, bisa dibawa kemana sajaApakah review ini berguna untuk Anda?Ya2Tidak0","Sep 15, 2018",3/5,Granmax mb Review Pengguna,daihatsu,oto,2,0,55 Dilihat
,24,https://www.oto.com/mobil-baru/daihatsu/gran-max-mb/review-pengguna/grand-max-lapangan-bola-berjalan,daihatsu gran max mb,Joko Suharyono,"Dengan mobil Grandmax berasa longgar, bawa barang maupun orang tidak penuh sesak. Serasa bawa lapangan sepak bola berjalan.Mau digunakan untuk membawa penumpang maupun membawa barang, Grandmax siap sedia mengantar kemana saja tujuan kita.Soa bahan bakar, jangan ditanya... irit banget...Beli Grandmax tidak menyesal. Mau merasakan lapangan bola berjalan? Belilah Grandmax.Apakah review ini berguna untuk Anda?Ya4Tidak0","Feb 04, 2018",4/5,Grand Max: Lapangan Bola Berjalan Review Pengguna,daihatsu,oto,4,0,412 Dilihat
,25,https://www.oto.com/mobil-baru/daihatsu/gran-max-mb/review-pengguna/sangat-hemat-daya-tampung-banyak-kuat,daihatsu gran max mb,belinda,"Mobil grand max blind van dari daihatsu ini terbukti sangat hemat. Saya adalah seorang sales yang setiap harinya berkendara dengan mobil ini.. Perjalanan yang saya tempuh kira-kira 85km setiap harinya ( senin-sabtu), dan bensin yang saya habiskan adalah Rp 200ribu (untuk pemakaian seminggu). mobil ini sangant cocok jika anda berprofesi sebagai sales karena selain bensinnya yang hemat, daya tampung barang di dalam mobil juga banyak dan anda tidak perlu takut barang anda basah atau kebanjiran jika hujan seperti jika anda menggunakan pick up.Apakah review ini berguna untuk Anda?Ya14Tidak2","Jun 08, 2016",5/5,"sangat hemat, daya tampung banyak, kuat Review Pengguna",daihatsu,oto,14,0,858 Dilihat
,26,https://www.oto.com/mobil-baru/daihatsu/luxio/review-pengguna/tukang-beset-dijalan-aamp-paling-lega-kabinnya,daihatsu luxio,Eko tedi hermana,"Mobil ane ga pernah pelan kalau udah dijalan,slalu bikin orang lain dijalan panas mau ngajakin kebut kebutan,padahal emang udah watak ane kalau bawa kendaraan itu selalu ngebut,minimal kecepatan 120km/jam,justru kalau dibawa ngebut malah tambah irit...memang daihatsu udah teruji dari dulu soal kwalitas mesin,bisa kita lihat dilapangan selama ini...kendaraan proyek dimana mana pasti selalu memakai daihatsu,seperti daihatsu taft hyline,daihatdu taft roxy 4X4 dll...pokoknya udah ada faktanya...Apakah review ini berguna untuk Anda?Ya9Tidak2","Mar 25, 2018",5/5,Tukang beset dijalan & paling lega kabinnya Review Pengguna,daihatsu,oto,9,0,830 Dilihat
,27,https://www.oto.com/mobil-baru/daihatsu/luxio/review-pengguna/luxio-memang-di-hati,daihatsu luxio,Putera,"Luxio adalah mobil ke 3 saya. Awalnya saya memilih Luxio dgn berbagai komparasi dgn mobil lain dr brand lain. Namun kelapangan, dikhususkan utk usaha & kekuatan sasis ditambah dgn perkilometer tol bs tembus 26km/l mk dgn pasti saya pilih Luxio. Akhirnya seri X yg mjd idola saya. Stelah saya coba rute jarak jauh memang Luxio mumpuni & tenaganya tdk merugi. Tanjakan demi tanjakan & turunan demi turunan mudah dilalui dgn pasti. Fasilitas TV dan double blower yg besar mbt kenyamanan di interior makin nyaman, slot usb & iphone benar2 mbt utk menentramkan hati penumpang. Ban lebar bawaan pabrik menyokong kenyamanan sasis Luxio yg kuat. Jadi Luxio memang di hati! We Luv Luxio...Apakah review ini berguna untuk Anda?Ya8Tidak4","Feb 09, 2018",5/5,Luxio Memang di Hati Review Pengguna,daihatsu,oto,8,0,869 Dilihat
,28,https://www.oto.com/mobil-baru/daihatsu/luxio/review-pengguna/si-hitam-manis-663,daihatsu luxio,Maya,"Simpel, nyaman, keren, luxio mbl yg praktis. Asyik di bawa, kaki pun lega di dlm perjalan yg jauh tdk membuat kaki bengkak. Irit bensin, tdk rewel. Sudah 5 thn mbl luxio setia menemani perjalanan kami, kemanapun dimanapun mobil luxio menyenangkan. Trans jakarta - sumatra mobil luxio sangat aman & nyaman.Apakah review ini berguna untuk Anda?Ya12Tidak0","Jan 03, 2018",5/5,Si Hitam Manis Review Pengguna,daihatsu,oto,12,0,645 Dilihat
,29,https://www.oto.com/mobil-baru/daihatsu/sirion/review-pengguna/kecil-kecil-cabe-rawit,daihatsu sirion,Ferdian Wiguna,Murah tapi bukan murahan.. terbaik dikelas nya. Paling lengkap di kelas city car.. dengan design baru yg sporty..Serasa naik kelas..Irit dengan handling yang mantap.. 1300cc lebih dari cukup untuk dalam dan luar kota. Kabin yg sangat luas. cuma sayang kenapa ga sebooming mobil lainya yg lebih mahal.. jadi sedikit susah cari accessories nya..Apakah review ini berguna untuk Anda?Ya6Tidak0,"Okt 15, 2018",5/5,Kecil kecil cabe rawit Review Pengguna,daihatsu,oto,6,0,141 Dilihat
,30,https://www.oto.com/mobil-baru/daihatsu/sirion/review-pengguna/sirion-small-outside-big-inside-1659,daihatsu sirion,Heronita,"Pertama lihat mobil ini langsung jatuh cinta sama warnanya... ungu!!Sirion terlihat kecil dari luar, tapi cobalah masuk ke dalamnya, lega... bahkan bagi mereka yang duduk di baris kedua, begitulah komentar hampir semua teman2 sy yg pernah ikut jd penumpang.Bagasinya pun luar biasa, kursi bisa dilipat smp bagasinya benar2 rata. Dan percaya ga, bisa muat sepeda balap org dewasa lho.Untuk ukuran city car harga mobil ini paling rasional, dan mengemudikannya pun sangat menyenangkan. Kecil, lincah, dan cukup stabil.Soal konsumsi bahan bakar, jangan ditanya... jogja-malang yang berjarak 400-an km sy isi pertamax 200ribu, msh sisa cukup lumayan untuk putar2 kota.Komen sy sih cuma satu. Mobil ini pas. Recommended ☺👍Apakah review ini berguna untuk Anda?Ya4Tidak0","Mar 25, 2018",5/5,"Sirion, small outside big inside Review Pengguna",daihatsu,oto,4,0,257 Dilihat
,31,https://www.oto.com/mobil-baru/daihatsu/sirion/review-pengguna/si-ungu-mungil-sirionku-sayang,daihatsu sirion,Moh Siddiq pramono,"Dilahirkan th 2013 dan resmi saya pake di bulan April di taon yg sama, sampe saat ini selalu menemani dan melindungi saya dari panas dan hujan, sudah 5 th tak terasa, ga terlalu ada yg berbeda, body masih aduhai, tarikan masih yahud (menurut saya) dibekali mesin cvvti 1300 CC, udah lebih dari cukup dari PD naik sepeda mtr, konsumsi BBM bisa dibilang cocok untuk saya yg berpenghasilan standar aja hehe, pengen upgrade ke yg barusan dikit ke sirion terbaru ato ke sodara ya new Terios 2018 tapi apalah daya, dompet saya berteriaaaaak, so far my sirion is the best car for me,love xxxApakah review ini berguna untuk Anda?Ya4Tidak0","Feb 08, 2018",5/5,Si ungu mungil sirionku sayang Review Pengguna,daihatsu,oto,4,0,362 Dilihat
,32,https://www.oto.com/mobil-baru/daihatsu/sirion/review-pengguna/sirion-putih,daihatsu sirion,Didik sulistiyono,Awal berkesan awal mula beli mobil baru langsung buat perjalanan jauh jakarta bojonegoro.nyaman dan berkelas.enak dilihat mata modelnya interior bagus pula.anak anak kami pun menikmati perjalan tersebut. Kendati kategori mobil kecil tetapi kabin didalam cukup luas posisi kemudi enak serta nyaman. Konsumsi bbm juga irit meski bermesin 1300cc.warna putih yang elegan😘😘Apakah review ini berguna untuk Anda?Ya3Tidak0,"Feb 07, 2018",5/5,Sirion putih Review Pengguna,daihatsu,oto,3,0,245 Dilihat
,33,https://www.oto.com/mobil-baru/daihatsu/sirion/review-pengguna/lucu-ginuk-ginuk,daihatsu sirion,Yudhy,sirion Orange menawan mungil lucu dan lincah.siapapun pasti kepincut karena elegan lucu dan menawan. Dipakai cewek biasapun bisa nampak cantik apalagi dipakai istriku yg memang Cantik. Dipakai di kota maupun di desa tetap menawan.siang maupun malam tetap indah warna orangenya apalagi ditambah lampu silver nan menawan pasti tidal akan menyebabkan. Coba aja jika beraniApakah review ini berguna untuk Anda?Ya1Tidak0,"Feb 04, 2018",5/5,Lucu ginuk ginuk  Review Pengguna,daihatsu,oto,1,0,137 Dilihat
,34,https://www.oto.com/mobil-baru/daihatsu/sirion/review-pengguna/mantap-jiwa,daihatsu sirion,Felix,"Ga kenal Muda ama Tua. New Sirion Mantap dah. mobil yang menarik untuk kalangan anak muda dan orang tua. terutama dan khusus bagi type orang yang suka mobil sport, nah new sirion jagonya. Mantap Jiwa.. uda harganya terjangkau.  kualitasnya luar biasa. pokoknya pasti puas dah untuk kalangan city car.  Mantap Jiwa.Apakah review ini berguna untuk Anda?Ya7Tidak2","Okt 26, 2017",5/5,Mantap Jiwa Review Pengguna,daihatsu,oto,7,0,820 Dilihat
,35,https://www.oto.com/mobil-baru/daihatsu/terios/review-pengguna/pemakaian-10-ribu,daihatsu terios,Setyo G Pramudo,"Memilih Terios baru rasanya tidak keliru.Desain gagah dan menarik disertai fitur berlimpah.Terios R MT jadi pilihan karena merasa kamera 360 tidak terlalu bermanfaat dibanding harga.Dapat diskon lumayan.Dibanding merk lain jelas value for money lebih baik.Pemakaian 10 ribu kesan cukup baik.Pemakaian mantap di utk kecepatan tinggi dan stabil, cuma risikonya ya suspensi menjadi lebih rigid.Dengan 4 penumpang dewasa atau lebih, baru terasa nyaman.Karakter mesin Daihatsu cukup terasa.Di servis 10 ribu harus ganti semacam karet kemudi, karena kemudi waktu dibelokkan berbunyi.Apakah review ini berguna untuk Anda?Ya19Tidak4","Sep 08, 2018",4/5,Pemakaian 10 ribu Review Pengguna,daihatsu,oto,19,0,1364 Dilihat
